# Mesh Name: TestMesh
# Node Count: 15000
# Link Count: 22736
# Path Count: 0
# Settings:
# MESH_NODES_COUNT: 15000
# MESH_ROUTERS_COUNT: 5000
# MESH_MAX_LINKS_PER_NODE: 8
# MESH_DEFAULT_BANDWIDTH: 10000.00
# MESH_DEFAULT_LATENCY: 0.00
# MESH_SIZE_X: 1800.00
# MESH_SIZE_Y: 1000.00
# MESH_MAX_LINK_DISTANCE: 20.00

NodeID,X,Y,Status,Type
11921,1580.00,176.00,1,1
11922,1529.00,108.00,1,1
11923,1323.00,62.00,1,1
11924,1237.00,80.00,1,1
11925,1638.00,42.00,1,1
11926,487.00,870.00,1,1
11927,430.00,766.00,1,1
11928,68.00,228.00,1,1
11929,957.00,420.00,1,1
11930,1795.00,250.00,1,1
11931,957.00,584.00,1,1
11932,1135.00,790.00,1,1
11933,450.00,482.00,1,1
11934,129.00,631.00,1,1
11935,1128.00,195.00,1,1
11936,1114.00,308.00,1,1
11937,1371.00,795.00,1,1
11938,817.00,447.00,1,1
11939,209.00,654.00,1,1
11940,1279.00,47.00,1,1
11941,1048.00,318.00,1,1
11942,869.00,279.00,1,1
11943,684.00,289.00,1,1
11944,1259.00,593.00,1,1
11945,710.00,206.00,1,1
11946,43.00,619.00,1,1
11947,542.00,731.00,1,1
11948,809.00,593.00,1,1
11949,413.00,938.00,1,1
11950,1576.00,941.00,1,1
11951,1686.00,242.00,1,1
11952,1601.00,209.00,1,1
11953,38.00,370.00,1,1
11954,1408.00,599.00,1,1
11955,976.00,887.00,1,1
11956,399.00,425.00,1,1
11957,5.00,268.00,0,1
11958,856.00,641.00,1,1
11959,510.00,915.00,1,1
11960,634.00,620.00,1,1
11961,721.00,430.00,0,1
11962,239.00,615.00,1,1
11963,161.00,1.00,1,1
11964,1408.00,374.00,1,1
11965,291.00,136.00,1,1
11966,1267.00,777.00,1,1
11967,379.00,268.00,1,1
11968,587.00,769.00,1,1
11969,1791.00,995.00,1,1
11970,768.00,367.00,1,1
11971,235.00,367.00,1,1
11972,344.00,440.00,1,1
11973,636.00,200.00,1,1
11974,1034.00,546.00,1,1
11975,1515.00,668.00,1,1
11976,1518.00,588.00,1,1
11977,1498.00,109.00,0,1
11978,4.00,611.00,1,1
11979,1110.00,764.00,1,1
11980,1385.00,754.00,1,1
11981,53.00,4.00,1,1
11982,731.00,632.00,1,1
11983,225.00,870.00,1,1
11984,1.00,616.00,1,1
11985,1618.00,769.00,1,1
11986,335.00,453.00,0,1
11987,1089.00,480.00,1,1
11988,1245.00,477.00,1,1
11989,80.00,679.00,1,1
11990,1175.00,148.00,1,1
11991,1300.00,893.00,0,1
11992,1288.00,150.00,1,1
11993,954.00,644.00,1,1
11994,962.00,817.00,1,1
11995,1009.00,99.00,0,1
11996,1771.00,14.00,1,1
11997,656.00,102.00,1,1
11998,646.00,81.00,1,1
11999,325.00,399.00,1,1
12000,1097.00,543.00,1,1
12001,1520.00,32.00,1,1
12002,196.00,9.00,1,1
12003,1264.00,593.00,1,1
12004,1686.00,545.00,1,1
12005,1073.00,861.00,1,1
12006,1245.00,325.00,1,1
12007,1106.00,133.00,1,1
12008,1675.00,461.00,1,1
12009,1178.00,589.00,1,1
12010,1478.00,539.00,1,1
12011,641.00,201.00,1,1
12012,1553.00,497.00,1,1
12013,455.00,199.00,1,1
12014,378.00,980.00,0,1
12015,1150.00,627.00,1,1
12016,923.00,470.00,1,1
12017,1211.00,871.00,1,1
12018,832.00,876.00,1,1
12019,865.00,318.00,1,1
12020,221.00,90.00,1,1
12021,932.00,466.00,1,1
12022,815.00,990.00,1,1
12023,1351.00,242.00,1,1
12024,1451.00,729.00,1,1
12025,784.00,81.00,1,1
12026,268.00,225.00,1,1
12027,882.00,821.00,1,1
12028,922.00,290.00,1,1
12029,1372.00,652.00,1,1
12030,1270.00,322.00,1,1
12031,1079.00,794.00,1,1
12032,745.00,290.00,1,1
12033,1617.00,977.00,1,1
12034,318.00,482.00,1,1
12035,1447.00,939.00,1,1
12036,924.00,531.00,1,1
12037,1157.00,691.00,1,1
12038,922.00,709.00,1,1
12039,1686.00,325.00,1,1
12040,590.00,470.00,1,1
12041,7.00,59.00,1,1
12042,1247.00,41.00,1,1
12043,880.00,121.00,1,1
12044,531.00,605.00,1,1
12045,1773.00,954.00,1,1
12046,327.00,404.00,1,1
12047,500.00,424.00,1,1
12048,1646.00,117.00,1,1
12049,1.00,565.00,1,1
12050,152.00,401.00,1,1
12051,1656.00,876.00,1,1
12052,332.00,966.00,1,1
12053,1120.00,454.00,1,1
12054,875.00,206.00,1,1
12055,980.00,465.00,1,1
12056,1676.00,539.00,1,1
12057,1476.00,723.00,1,1
12058,1132.00,757.00,1,1
12059,1596.00,616.00,1,1
12060,1114.00,969.00,1,1
12061,1770.00,641.00,1,1
12062,1773.00,670.00,1,1
12063,818.00,419.00,1,1
12064,1739.00,819.00,1,1
12065,1784.00,91.00,1,1
12066,572.00,193.00,1,1
12067,320.00,505.00,1,1
12068,959.00,240.00,1,1
12069,359.00,834.00,1,1
12070,1598.00,91.00,1,1
12071,651.00,826.00,1,1
12072,630.00,880.00,0,1
12073,901.00,915.00,1,1
12074,989.00,97.00,1,1
12075,1731.00,703.00,1,1
12076,466.00,101.00,1,1
12077,896.00,791.00,1,1
12078,1323.00,114.00,1,1
12079,362.00,262.00,1,1
12080,1686.00,899.00,1,1
12081,506.00,858.00,1,1
12082,292.00,26.00,1,1
12083,1363.00,251.00,1,1
12084,1418.00,675.00,1,1
12085,437.00,416.00,1,1
12086,518.00,440.00,1,1
12087,42.00,101.00,0,1
12088,1520.00,143.00,1,1
12089,1216.00,309.00,0,1
12090,1640.00,547.00,1,1
12091,1012.00,658.00,1,1
12092,200.00,61.00,1,1
12093,849.00,475.00,1,1
12094,975.00,363.00,1,1
12095,1089.00,461.00,1,1
12096,1662.00,795.00,1,1
12097,472.00,354.00,1,1
12098,1573.00,35.00,1,1
12099,1405.00,791.00,1,1
12100,62.00,42.00,1,1
12101,1559.00,181.00,1,1
12102,1235.00,801.00,1,1
12103,34.00,155.00,1,1
12104,1696.00,650.00,1,1
12105,817.00,888.00,1,1
12106,1549.00,181.00,1,1
12107,146.00,549.00,1,1
12108,242.00,347.00,1,1
12109,1576.00,418.00,1,1
12110,511.00,465.00,1,1
12111,1231.00,325.00,1,1
12112,661.00,903.00,1,1
12113,1480.00,434.00,0,1
12114,891.00,637.00,1,1
12115,778.00,353.00,1,1
12116,1232.00,137.00,0,1
12117,686.00,867.00,1,1
12118,1291.00,520.00,1,1
12119,774.00,587.00,1,1
12120,1122.00,191.00,1,1
12121,1028.00,71.00,1,1
12122,773.00,726.00,1,1
12123,1772.00,615.00,1,1
12124,1426.00,348.00,1,1
12125,433.00,489.00,1,1
12126,1566.00,265.00,1,1
12127,614.00,779.00,1,1
12128,720.00,494.00,1,1
12129,13.00,811.00,1,1
12130,1484.00,143.00,1,1
12131,1717.00,516.00,1,1
12132,481.00,755.00,1,1
12133,1583.00,924.00,1,1
12134,1428.00,757.00,1,1
12135,1263.00,150.00,0,1
12136,1301.00,691.00,1,1
12137,774.00,674.00,0,1
12138,818.00,546.00,1,1
12139,1289.00,196.00,1,1
12140,1447.00,675.00,1,1
12141,685.00,765.00,1,1
12142,1692.00,499.00,1,1
12143,1744.00,812.00,0,1
12144,746.00,109.00,1,1
12145,424.00,830.00,1,1
12146,853.00,141.00,1,1
12147,498.00,886.00,1,1
12148,96.00,433.00,1,1
12149,1410.00,524.00,1,1
12150,1790.00,673.00,1,1
12151,1427.00,843.00,1,1
12152,517.00,601.00,1,1
12153,717.00,487.00,1,1
12154,299.00,159.00,1,1
12155,83.00,98.00,0,1
12156,234.00,368.00,1,1
12157,1263.00,126.00,0,1
12158,1219.00,407.00,1,1
12159,738.00,565.00,1,1
12160,317.00,562.00,1,1
12161,1547.00,122.00,1,1
12162,655.00,445.00,1,1
12163,808.00,304.00,1,1
12164,1478.00,170.00,1,1
12165,1428.00,421.00,1,1
12166,443.00,855.00,1,1
12167,1064.00,912.00,1,1
12168,608.00,782.00,1,1
12169,599.00,308.00,1,1
12170,293.00,82.00,1,1
12171,6.00,127.00,1,1
12172,602.00,270.00,1,1
12173,653.00,22.00,1,1
12174,1629.00,543.00,1,1
12175,1139.00,546.00,1,1
12176,858.00,687.00,1,1
12177,468.00,513.00,1,1
12178,1132.00,28.00,0,1
12179,569.00,363.00,0,1
12180,1798.00,998.00,1,1
12181,584.00,394.00,1,1
12182,405.00,48.00,1,1
12183,1506.00,366.00,1,1
12184,782.00,706.00,1,1
12185,1074.00,475.00,1,1
12186,140.00,432.00,0,1
12187,754.00,943.00,1,1
12188,1502.00,559.00,1,1
12189,1717.00,84.00,1,1
12190,1103.00,256.00,1,1
12191,630.00,913.00,0,1
12192,143.00,651.00,1,1
12193,1778.00,428.00,1,1
12194,679.00,948.00,1,1
12195,391.00,230.00,1,1
12196,746.00,927.00,1,1
12197,1224.00,503.00,1,1
12198,927.00,282.00,0,1
12199,469.00,510.00,1,1
12200,388.00,895.00,1,1
12201,137.00,481.00,1,1
12202,928.00,644.00,1,1
12203,1376.00,382.00,1,1
12204,603.00,93.00,1,1
12205,266.00,306.00,1,1
12206,549.00,449.00,1,1
12207,1019.00,645.00,1,1
12208,1252.00,350.00,1,1
12209,1225.00,131.00,0,1
12210,698.00,216.00,1,1
12211,913.00,596.00,1,1
12212,1743.00,337.00,1,1
12213,899.00,822.00,1,1
12214,1372.00,321.00,1,1
12215,1732.00,960.00,0,1
12216,368.00,22.00,1,1
12217,593.00,248.00,1,1
12218,1066.00,569.00,1,1
12219,1183.00,221.00,1,1
12220,1462.00,801.00,1,1
12221,728.00,364.00,1,1
12222,650.00,99.00,1,1
12223,161.00,54.00,1,1
12224,201.00,786.00,0,1
12225,338.00,99.00,1,1
12226,1202.00,251.00,1,1
12227,1495.00,497.00,0,1
12228,741.00,147.00,0,1
12229,1271.00,913.00,1,1
12230,1220.00,356.00,1,1
12231,1225.00,388.00,1,1
12232,1378.00,19.00,1,1
12233,1189.00,396.00,1,1
12234,1140.00,972.00,1,1
12235,617.00,603.00,1,1
12236,325.00,497.00,1,1
12237,1119.00,728.00,1,1
12238,549.00,680.00,1,1
12239,1182.00,750.00,1,1
12240,866.00,320.00,1,1
12241,1650.00,820.00,1,1
12242,972.00,897.00,1,1
12243,669.00,513.00,1,1
12244,244.00,340.00,1,1
12245,1178.00,864.00,1,1
12246,496.00,3.00,1,1
12247,405.00,426.00,1,1
12248,1574.00,946.00,1,1
12249,1774.00,315.00,1,1
12250,470.00,792.00,1,1
12251,870.00,395.00,1,1
12252,241.00,589.00,1,1
12253,923.00,942.00,1,1
12254,1469.00,906.00,1,1
12255,693.00,87.00,1,1
12256,26.00,895.00,1,1
12257,59.00,798.00,1,1
12258,192.00,928.00,1,1
12259,63.00,189.00,0,1
12260,20.00,441.00,0,1
12261,205.00,317.00,1,1
12262,997.00,362.00,1,1
12263,695.00,171.00,1,1
12264,508.00,270.00,1,1
12265,1686.00,578.00,1,1
12266,414.00,756.00,1,1
12267,1774.00,55.00,1,1
12268,945.00,449.00,1,1
12269,1550.00,966.00,1,1
12270,355.00,43.00,1,1
12271,1253.00,934.00,1,1
12272,1090.00,664.00,0,1
12273,1484.00,434.00,1,1
12274,1192.00,100.00,1,1
12275,975.00,213.00,1,1
12276,141.00,381.00,1,1
12277,882.00,338.00,1,1
12278,943.00,329.00,1,1
12279,1062.00,404.00,1,1
12280,1399.00,348.00,1,1
12281,1582.00,365.00,1,1
12282,1705.00,308.00,0,1
12283,773.00,802.00,1,1
12284,758.00,123.00,0,1
12285,1569.00,465.00,1,1
12286,118.00,174.00,0,1
12287,751.00,160.00,1,1
12288,639.00,836.00,1,1
12289,794.00,783.00,1,1
12290,1136.00,570.00,1,1
12291,1348.00,829.00,1,1
12292,303.00,582.00,1,1
12293,720.00,46.00,1,1
12294,312.00,382.00,1,1
12295,50.00,863.00,1,1
12296,930.00,785.00,1,1
12297,29.00,187.00,1,1
12298,1493.00,2.00,1,1
12299,1790.00,203.00,0,1
12300,477.00,111.00,1,1
12301,821.00,995.00,1,1
12302,885.00,772.00,0,1
12303,955.00,476.00,0,1
12304,208.00,101.00,1,1
12305,1660.00,896.00,1,1
12306,871.00,960.00,1,1
12307,926.00,974.00,1,1
12308,1743.00,246.00,1,1
12309,1573.00,455.00,1,1
12310,780.00,175.00,1,1
12311,270.00,710.00,1,1
12312,1560.00,899.00,1,1
12313,1698.00,406.00,1,1
12314,253.00,888.00,1,1
12315,9.00,730.00,0,1
12316,599.00,982.00,1,1
12317,1325.00,636.00,1,1
12318,1555.00,232.00,1,1
12319,465.00,715.00,1,1
12320,534.00,725.00,0,1
12321,564.00,5.00,1,1
12322,1637.00,690.00,1,1
12323,1732.00,580.00,1,1
12324,488.00,57.00,0,1
12325,987.00,620.00,1,1
12326,1432.00,58.00,1,1
12327,330.00,193.00,1,1
12328,709.00,580.00,1,1
12329,751.00,563.00,1,1
12330,220.00,912.00,1,1
12331,845.00,171.00,1,1
12332,1695.00,371.00,1,1
12333,608.00,2.00,1,1
12334,955.00,273.00,1,1
12335,1517.00,289.00,1,1
12336,550.00,681.00,1,1
12337,247.00,387.00,1,1
12338,923.00,331.00,1,1
12339,1120.00,363.00,1,1
12340,1788.00,707.00,1,1
12341,983.00,620.00,1,1
12342,717.00,666.00,1,1
12343,1765.00,427.00,1,1
12344,1646.00,116.00,0,1
12345,590.00,419.00,1,1
12346,629.00,987.00,1,1
12347,990.00,276.00,1,1
12348,958.00,750.00,1,1
12349,278.00,666.00,1,1
12350,975.00,995.00,1,1
12351,755.00,77.00,0,1
12352,1229.00,602.00,1,1
12353,217.00,104.00,0,1
12354,333.00,137.00,1,1
12355,1020.00,673.00,1,1
12356,796.00,803.00,1,1
12357,46.00,314.00,1,1
12358,1621.00,163.00,1,1
12359,293.00,420.00,1,1
12360,1680.00,83.00,1,1
12361,1639.00,661.00,1,1
12362,622.00,429.00,1,1
12363,289.00,781.00,1,1
12364,1580.00,567.00,1,1
12365,847.00,907.00,1,1
12366,1514.00,754.00,1,1
12367,585.00,943.00,1,1
12368,909.00,802.00,1,1
12369,1400.00,994.00,1,1
12370,339.00,220.00,1,1
12371,1668.00,487.00,0,1
12372,1775.00,314.00,1,1
12373,1.00,197.00,1,1
12374,877.00,894.00,1,1
12375,417.00,109.00,1,1
12376,329.00,456.00,1,1
12377,522.00,752.00,1,1
12378,237.00,411.00,1,1
12379,1685.00,769.00,1,1
12380,530.00,684.00,1,1
12381,877.00,245.00,1,1
12382,638.00,662.00,1,1
12383,340.00,499.00,1,1
12384,464.00,940.00,1,1
12385,1094.00,755.00,1,1
12386,1512.00,162.00,1,1
12387,242.00,888.00,1,1
12388,28.00,396.00,1,1
12389,1285.00,657.00,1,1
12390,642.00,54.00,1,1
12391,919.00,324.00,1,1
12392,262.00,241.00,1,1
12393,1076.00,99.00,1,1
12394,1405.00,313.00,1,1
12395,1469.00,335.00,1,1
12396,949.00,546.00,1,1
12397,1332.00,139.00,1,1
12398,1160.00,473.00,1,1
12399,1439.00,24.00,1,1
12400,765.00,133.00,1,1
12401,731.00,278.00,1,1
12402,847.00,725.00,1,1
12403,1118.00,475.00,1,1
12404,1321.00,955.00,1,1
12405,84.00,116.00,1,1
12406,609.00,603.00,1,1
12407,1240.00,871.00,1,1
12408,1597.00,868.00,1,1
12409,522.00,202.00,1,1
12410,733.00,191.00,1,1
12411,489.00,882.00,0,1
12412,1689.00,822.00,1,1
12413,621.00,649.00,1,1
12414,847.00,12.00,0,1
12415,25.00,764.00,1,1
12416,145.00,156.00,1,1
12417,394.00,792.00,1,1
12418,882.00,912.00,1,1
12419,1019.00,355.00,1,1
12420,1267.00,104.00,1,1
12421,671.00,228.00,1,1
12422,307.00,263.00,1,1
12423,1051.00,904.00,1,1
12424,731.00,774.00,1,1
12425,458.00,664.00,1,1
12426,1765.00,700.00,1,1
12427,1346.00,55.00,1,1
12428,1074.00,920.00,1,1
12429,56.00,521.00,1,1
12430,532.00,82.00,1,1
12431,885.00,430.00,1,1
12432,838.00,32.00,1,1
12433,1774.00,472.00,1,1
12434,144.00,194.00,1,1
12435,1380.00,164.00,1,1
12436,1250.00,3.00,1,1
12437,1592.00,709.00,1,1
12438,467.00,844.00,1,1
12439,1766.00,750.00,1,1
12440,618.00,776.00,1,1
12441,15.00,935.00,1,1
12442,1476.00,313.00,1,1
12443,1390.00,350.00,1,1
12444,785.00,47.00,1,1
12445,23.00,870.00,1,1
12446,1529.00,861.00,1,1
12447,300.00,719.00,1,1
12448,493.00,874.00,1,1
12449,1544.00,837.00,1,1
12450,420.00,724.00,1,1
12451,353.00,422.00,1,1
12452,527.00,746.00,1,1
12453,684.00,346.00,1,1
12454,142.00,450.00,1,1
12455,497.00,560.00,1,1
12456,1178.00,864.00,1,1
12457,495.00,55.00,0,1
12458,1129.00,838.00,1,1
12459,757.00,467.00,1,1
12460,1637.00,981.00,1,1
12461,1537.00,718.00,1,1
12462,1794.00,637.00,1,1
12463,1189.00,87.00,1,1
12464,1263.00,333.00,1,1
12465,276.00,636.00,1,1
12466,257.00,630.00,1,1
12467,1658.00,137.00,1,1
12468,1728.00,542.00,0,1
12469,1035.00,670.00,1,1
12470,344.00,932.00,1,1
12471,830.00,275.00,1,1
12472,348.00,77.00,1,1
12473,1530.00,30.00,1,1
12474,1515.00,439.00,1,1
12475,1697.00,504.00,1,1
12476,420.00,834.00,1,1
12477,1022.00,966.00,1,1
12478,623.00,12.00,1,1
12479,53.00,686.00,1,1
12480,497.00,682.00,1,1
12481,74.00,107.00,1,1
12482,112.00,733.00,0,1
12483,796.00,40.00,1,1
12484,1427.00,431.00,1,1
12485,110.00,324.00,1,1
12486,716.00,292.00,1,1
12487,1599.00,864.00,1,1
12488,569.00,281.00,1,1
12489,846.00,637.00,1,1
12490,120.00,743.00,1,1
12491,1741.00,493.00,1,1
12492,377.00,716.00,1,1
12493,1059.00,400.00,1,1
12494,1480.00,865.00,1,1
12495,239.00,777.00,1,1
12496,1547.00,113.00,1,1
12497,1036.00,859.00,1,1
12498,1198.00,832.00,1,1
12499,851.00,178.00,1,1
12500,64.00,313.00,1,1
12501,54.00,980.00,1,1
12502,205.00,453.00,1,1
12503,996.00,326.00,1,1
12504,1286.00,443.00,0,1
12505,1163.00,806.00,1,1
12506,786.00,457.00,1,1
12507,251.00,116.00,1,1
12508,1325.00,111.00,1,1
12509,468.00,605.00,1,1
12510,1576.00,659.00,1,1
12511,334.00,875.00,1,1
12512,173.00,971.00,1,1
12513,334.00,323.00,1,1
12514,1403.00,337.00,1,1
12515,501.00,67.00,1,1
12516,450.00,355.00,1,1
12517,1399.00,255.00,1,1
12518,1360.00,948.00,1,1
12519,581.00,246.00,1,1
12520,1591.00,897.00,1,1
12521,1405.00,929.00,1,1
12522,1154.00,56.00,1,1
12523,997.00,879.00,1,1
12524,319.00,266.00,1,1
12525,836.00,847.00,1,1
12526,1325.00,570.00,1,1
12527,1522.00,50.00,1,1
12528,1693.00,808.00,1,1
12529,326.00,697.00,1,1
12530,1345.00,579.00,1,1
12531,116.00,795.00,1,1
12532,1487.00,868.00,1,1
12533,1602.00,447.00,1,1
12534,416.00,336.00,0,1
12535,1046.00,559.00,1,1
12536,433.00,803.00,1,1
12537,888.00,939.00,1,1
12538,1459.00,238.00,1,1
12539,570.00,379.00,1,1
12540,704.00,6.00,1,1
12541,178.00,781.00,1,1
12542,1728.00,301.00,1,1
12543,984.00,822.00,1,1
12544,909.00,910.00,1,1
12545,271.00,255.00,1,1
12546,1289.00,339.00,1,1
12547,1402.00,128.00,1,1
12548,207.00,805.00,0,1
12549,328.00,23.00,1,1
12550,741.00,974.00,1,1
12551,934.00,374.00,1,1
12552,1177.00,775.00,0,1
12553,113.00,988.00,1,1
12554,213.00,483.00,1,1
12555,919.00,869.00,1,1
12556,1241.00,298.00,1,1
12557,1250.00,769.00,1,1
12558,999.00,834.00,1,1
12559,143.00,60.00,1,1
12560,896.00,814.00,1,1
12561,1515.00,938.00,1,1
12562,1754.00,70.00,1,1
12563,1466.00,713.00,1,1
12564,1475.00,994.00,1,1
12565,889.00,368.00,1,1
12566,520.00,23.00,1,1
12567,742.00,97.00,1,1
12568,998.00,407.00,1,1
12569,838.00,811.00,1,1
12570,1642.00,157.00,1,1
12571,432.00,435.00,0,1
12572,207.00,683.00,1,1
12573,556.00,758.00,0,1
12574,1269.00,500.00,1,1
12575,1419.00,966.00,1,1
12576,266.00,486.00,1,1
12577,856.00,172.00,1,1
12578,556.00,322.00,1,1
12579,486.00,783.00,1,1
12580,517.00,975.00,1,1
12581,751.00,637.00,1,1
12582,550.00,245.00,1,1
12583,87.00,149.00,1,1
12584,1604.00,877.00,1,1
12585,112.00,598.00,1,1
12586,986.00,345.00,1,1
12587,833.00,194.00,1,1
12588,1380.00,590.00,1,1
12589,704.00,601.00,1,1
12590,1242.00,123.00,1,1
12591,1319.00,460.00,1,1
12592,1562.00,175.00,1,1
12593,33.00,870.00,1,1
12594,898.00,871.00,1,1
12595,654.00,167.00,1,1
12596,198.00,157.00,1,1
12597,756.00,548.00,1,1
12598,1203.00,595.00,1,1
12599,1449.00,759.00,1,1
12600,72.00,714.00,1,1
12601,758.00,859.00,1,1
12602,411.00,743.00,1,1
12603,1405.00,143.00,1,1
12604,1285.00,709.00,1,1
12605,944.00,479.00,1,1
12606,1585.00,664.00,1,1
12607,540.00,499.00,1,1
12608,839.00,925.00,1,1
12609,1769.00,689.00,1,1
12610,1196.00,375.00,1,1
12611,608.00,346.00,1,1
12612,333.00,365.00,1,1
12613,1294.00,288.00,1,1
12614,512.00,296.00,0,1
12615,1799.00,785.00,1,1
12616,1762.00,757.00,1,1
12617,796.00,773.00,0,1
12618,653.00,401.00,1,1
12619,1316.00,538.00,1,1
12620,1662.00,660.00,1,1
12621,18.00,647.00,1,1
12622,76.00,310.00,1,1
12623,146.00,516.00,1,1
12624,1235.00,868.00,1,1
12625,957.00,383.00,1,1
12626,843.00,766.00,1,1
12627,329.00,128.00,1,1
12628,283.00,975.00,1,1
12629,168.00,795.00,1,1
12630,23.00,168.00,1,1
12631,1380.00,985.00,1,1
12632,77.00,928.00,1,1
12633,358.00,130.00,1,1
12634,1729.00,26.00,1,1
12635,21.00,792.00,1,1
12636,1287.00,391.00,1,1
12637,391.00,363.00,1,1
12638,1653.00,938.00,1,1
12639,1431.00,288.00,1,1
12640,1606.00,789.00,0,1
12641,23.00,401.00,1,1
12642,1307.00,752.00,1,1
12643,130.00,390.00,1,1
12644,279.00,298.00,1,1
12645,585.00,703.00,1,1
12646,1418.00,118.00,1,1
12647,288.00,96.00,1,1
12648,646.00,799.00,1,1
12649,1378.00,376.00,1,1
12650,625.00,951.00,1,1
12651,1320.00,864.00,1,1
12652,694.00,311.00,1,1
12653,1580.00,747.00,1,1
12654,1401.00,811.00,1,1
12655,787.00,407.00,1,1
12656,952.00,410.00,0,1
12657,1009.00,859.00,1,1
12658,1162.00,691.00,1,1
12659,249.00,594.00,1,1
12660,1541.00,435.00,1,1
12661,897.00,160.00,1,1
12662,153.00,337.00,1,1
12663,8.00,599.00,1,1
12664,136.00,538.00,1,1
12665,527.00,314.00,1,1
12666,1090.00,847.00,1,1
12667,978.00,536.00,1,1
12668,911.00,758.00,1,1
12669,1484.00,112.00,1,1
12670,1122.00,671.00,1,1
12671,1720.00,874.00,1,1
12672,1282.00,681.00,1,1
12673,734.00,596.00,1,1
12674,1324.00,335.00,1,1
12675,1342.00,65.00,1,1
12676,970.00,839.00,1,1
12677,1377.00,675.00,1,1
12678,1729.00,537.00,0,1
12679,227.00,665.00,1,1
12680,1076.00,954.00,1,1
12681,931.00,918.00,1,1
12682,1754.00,510.00,1,1
12683,1406.00,17.00,1,1
12684,20.00,90.00,1,1
12685,529.00,542.00,1,1
12686,714.00,1.00,0,1
12687,1417.00,548.00,1,1
12688,634.00,503.00,1,1
12689,96.00,758.00,1,1
12690,1438.00,39.00,1,1
12691,376.00,961.00,1,1
12692,1030.00,753.00,1,1
12693,36.00,759.00,1,1
12694,1443.00,615.00,1,1
12695,177.00,719.00,1,1
12696,1122.00,108.00,1,1
12697,1189.00,76.00,1,1
12698,1218.00,795.00,1,1
12699,245.00,239.00,1,1
12700,1038.00,574.00,1,1
12701,1533.00,352.00,1,1
12702,376.00,550.00,1,1
12703,252.00,610.00,1,1
12704,1605.00,748.00,1,1
12705,321.00,244.00,1,1
12706,1787.00,897.00,1,1
12707,1005.00,18.00,1,1
12708,1602.00,193.00,1,1
12709,177.00,645.00,1,1
12710,1409.00,554.00,1,1
12711,1116.00,731.00,1,1
12712,1463.00,57.00,1,1
12713,959.00,633.00,1,1
12714,453.00,604.00,1,1
12715,424.00,443.00,1,1
12716,1130.00,358.00,1,1
12717,1547.00,106.00,1,1
12718,460.00,399.00,1,1
12719,1669.00,666.00,1,1
12720,347.00,790.00,1,1
12721,662.00,935.00,1,1
12722,887.00,819.00,0,1
12723,505.00,41.00,1,1
12724,1012.00,82.00,1,1
12725,1087.00,821.00,1,1
12726,189.00,755.00,1,1
12727,504.00,4.00,1,1
12728,1013.00,415.00,1,1
12729,837.00,18.00,1,1
12730,971.00,214.00,1,1
12731,1261.00,902.00,1,1
12732,1524.00,608.00,1,1
12733,8.00,184.00,1,1
12734,1007.00,429.00,1,1
12735,1402.00,154.00,1,1
12736,1019.00,816.00,1,1
12737,841.00,258.00,1,1
12738,235.00,746.00,1,1
12739,900.00,648.00,1,1
12740,1181.00,339.00,1,1
12741,1021.00,170.00,1,1
12742,694.00,78.00,1,1
12743,1326.00,907.00,1,1
12744,1293.00,515.00,1,1
12745,525.00,865.00,1,1
12746,1729.00,738.00,1,1
12747,1719.00,653.00,1,1
12748,146.00,479.00,1,1
12749,790.00,705.00,1,1
12750,1709.00,744.00,1,1
12751,812.00,480.00,1,1
12752,761.00,5.00,0,1
12753,1139.00,196.00,1,1
12754,1304.00,391.00,1,1
12755,444.00,285.00,1,1
12756,530.00,18.00,1,1
12757,1207.00,824.00,1,1
12758,1296.00,333.00,1,1
12759,1132.00,941.00,1,1
12760,248.00,9.00,1,1
12761,1358.00,930.00,1,1
12762,1748.00,277.00,1,1
12763,1735.00,446.00,1,1
12764,357.00,125.00,1,1
12765,504.00,18.00,1,1
12766,1222.00,716.00,1,1
12767,1298.00,783.00,1,1
12768,1273.00,589.00,1,1
12769,1179.00,177.00,1,1
12770,980.00,176.00,0,1
12771,1462.00,710.00,1,1
12772,546.00,621.00,1,1
12773,87.00,642.00,1,1
12774,754.00,971.00,1,1
12775,935.00,155.00,1,1
12776,1180.00,94.00,1,1
12777,437.00,80.00,1,1
12778,923.00,372.00,1,1
12779,1327.00,832.00,1,1
12780,250.00,31.00,1,1
12781,1650.00,72.00,1,1
12782,499.00,349.00,1,1
12783,807.00,172.00,1,1
12784,90.00,538.00,1,1
12785,1702.00,271.00,1,1
12786,114.00,164.00,1,1
12787,1733.00,612.00,1,1
12788,1386.00,220.00,1,1
12789,1654.00,92.00,1,1
12790,391.00,542.00,0,1
12791,599.00,172.00,1,1
12792,436.00,36.00,1,1
12793,1004.00,711.00,1,1
12794,561.00,131.00,1,1
12795,944.00,963.00,1,1
12796,1514.00,394.00,1,1
12797,587.00,965.00,1,1
12798,1095.00,594.00,1,1
12799,290.00,386.00,1,1
12800,732.00,192.00,1,1
12801,1409.00,199.00,1,1
12802,708.00,342.00,1,1
12803,1611.00,494.00,1,1
12804,1363.00,418.00,1,1
12805,739.00,754.00,1,1
12806,560.00,538.00,1,1
12807,678.00,948.00,0,1
12808,1527.00,883.00,0,1
12809,659.00,40.00,1,1
12810,1366.00,555.00,1,1
12811,1203.00,233.00,1,1
